{{-0.9999,0,-7.00143},{-0.9999,0,-7.00143},{-0.9949,0,-7.01585}},
{{0.7601,0,5.98779},{0.7601,0,5.98779},{0.7651,0,6.08355}},
{{0.8551,0,8.40902},{0.8551,0,8.40902},{0.8601,0,8.58658}},
{{0.9301,0,12.2615},{0.9351,0,12.6687},{0.9351,0,12.6687}},
{{0.5451,0,3.32345},{0.5501,0,3.36592},{0.5501,0,3.36592}},
{{0.7651,0,6.08355},{0.7701,0,6.1819},{0.7651,0,6.08355}},
{{0.5501,0,3.36592},{0.5551,0,3.40896},{0.5501,0,3.36592}},
{{0.8651,0,8.77165},{0.8701,0,8.9648},{0.8651,0,8.77165}},
{{0.6001,0,3.82467},{0.6051,0,3.8744},{0.6001,0,3.82467}},
{{0.6651,0,4.54113},{0.6701,0,4.6035},{0.6701,0,4.6035}},
{{0.9901,0,23.3232},{0.9951,0,27.3569},{0.9951,0,27.3569}},
{{0.7701,0,6.1819},{0.7751,0,6.28296},{0.7701,0,6.1819}},
{{-0.9649,0,-6.92128},{-0.9599,0,-6.8959},{-0.9649,0,-6.92128}},
{{0.9651,0,16.134},{0.9701,0,17.0095},{0.9701,0,17.0095}},
{{0.7701,0,6.1819},{0.7701,0,6.1819},{0.7651,0,6.08355}},
{{0.7551,0,5.8945},{0.7551,0,5.8945},{0.7601,0,5.98779}},
{{0.8401,0,7.91651},{0.8451,0,8.07442},{0.8451,0,8.07442}},
{{-0.9649,0,-6.92128},{-0.9649,0,-6.92128},{-0.9699,0,-6.94489}},
{{0.7301,0,5.46164},{0.7301,0,5.46164},{0.7351,0,5.54404}},
{{0.6151,0,3.97626},{0.6151,0,3.97626},{0.6201,0,4.02844}},
{{0.7251,0,5.38116},{0.7201,0,5.30253},{0.7201,0,5.30253}},
{{-0.9949,0,-7.01585},{-0.9899,0,-7.01193},{-0.9949,0,-7.01585}},
{{-0.9849,0,-7.00088},{-0.9799,0,-6.98529},{-0.9849,0,-7.00088}},
{{0.9451,0,13.5938},{0.9501,0,14.1254},{0.9501,0,14.1254}},
{{0.4801,0,2.8153},{0.4851,0,2.85185},{0.4851,0,2.85185}},
