{{-0.9999,0,-7.21739},{-0.9999,0,-7.21739},{-0.9989,0,-7.21909}},
{{0.9011,0,1.95009},{0.9021,0,1.96058},{0.9011,0,1.95009}},
{{0.9411,0,2.85938},{0.9421,0,2.90056},{0.9421,0,2.90056}},
{{0.9291,0,2.45444},{0.9301,0,2.48265},{0.9291,0,2.45444}},
{{0.9281,0,2.42711},{0.9281,0,2.42711},{0.9291,0,2.45444}},
{{0.9281,0,2.42711},{0.9271,0,2.40064},{0.9281,0,2.42711}},
{{-0.9959,0,-7.2139},{-0.9959,0,-7.2139},{-0.9949,0,-7.21079}},
{{0.8911,0,1.86791},{0.8921,0,1.87439},{0.8921,0,1.87439}},
{{-0.9969,0,-7.21647},{-0.9959,0,-7.2139},{-0.9969,0,-7.21647}},
{{0.9121,0,2.09202},{0.9131,0,2.10807},{0.9121,0,2.09202}},
{{0.9701,0,4.86455},{0.9691,0,4.75279},{0.9701,0,4.86455}},
{{-0.9919,0,-7.19919},{-0.9919,0,-7.19919},{-0.9909,0,-7.19474}},
{{0.8931,0,1.88124},{0.8941,0,1.88845},{0.8941,0,1.88845}},
{{0.9891,0,8.70565},{0.9901,0,9.10036},{0.9891,0,8.70565}},
{{0.9411,0,2.85938},{0.9411,0,2.85938},{0.9421,0,2.90056}},
{{0.9981,0,16.1796},{0.9991,0,19.4689},{0.9991,0,19.4689}},
{{0.9381,0,2.74338},{0.9381,0,2.74338},{0.9391,0,2.78083}},
{{0.9251,0,2.35017},{0.9251,0,2.35017},{0.9261,0,2.375}},
{{0.9961,0,13.0465},{0.9951,0,12.0638},{0.9951,0,12.0638}},
{{0.9241,0,2.32613},{0.9251,0,2.35017},{0.9241,0,2.32613}},
{{0.9521,0,3.39431},{0.9531,0,3.45323},{0.9521,0,3.39431}},
{{0.9591,0,3.85288},{0.9591,0,3.85288},{0.9601,0,3.92816}},
{{0.9121,0,2.09202},{0.9121,0,2.09202},{0.9111,0,2.07654}},
{{0.9631,0,4.1715},{0.9641,0,4.25897},{0.9641,0,4.25897}},
{{0.9041,0,1.98293},{0.9041,0,1.98293},{0.9051,0,1.9948}},
{{0.8901,0,1.86179},{0.8901,0,1.86179},{0.8911,0,1.86791}},
{{0.9871,0,8.02326},{0.9881,0,8.34864},{0.9871,0,8.02326}},
{{0.9681,0,4.64573},{0.9691,0,4.75279},{0.9681,0,4.64573}},
