{{-0.9999,0,-7.00145},{-0.9999,0,-7.00145},{-0.9949,0,-7.01646}},
{{0.7601,0,6.05794},{0.7601,0,6.05794},{0.7651,0,6.15475}},
{{0.8651,0,8.86962},{0.8701,0,9.06455},{0.8651,0,8.86962}},
{{0.8551,0,8.50361},{0.8551,0,8.50361},{0.8601,0,8.68283}},
{{0.5451,0,3.36124},{0.5501,0,3.40427},{0.5501,0,3.40427}},
{{0.7651,0,6.15475},{0.7701,0,6.25416},{0.7651,0,6.15475}},
{{0.9301,0,12.3896},{0.9351,0,12.8001},{0.9351,0,12.8001}},
{{0.5501,0,3.40427},{0.5551,0,3.44788},{0.5501,0,3.40427}},
{{0.6001,0,3.86904},{0.6051,0,3.91941},{0.6001,0,3.86904}},
{{0.6651,0,4.59454},{0.6701,0,4.65767},{0.6701,0,4.65767}},
{{0.9901,0,23.5343},{0.9951,0,27.5967},{0.9951,0,27.5967}},
{{0.7701,0,6.25416},{0.7751,0,6.3563},{0.7701,0,6.25416}},
{{0.9651,0,16.2924},{0.9701,0,17.1745},{0.9701,0,17.1745}},
{{-0.9649,0,-6.9241},{-0.9599,0,-6.89902},{-0.9649,0,-6.9241}},
{{0.7701,0,6.25416},{0.7701,0,6.25416},{0.7651,0,6.15475}},
{{0.7551,0,5.96363},{0.7551,0,5.96363},{0.7601,0,6.05794}},
{{0.8401,0,8.00641},{0.8451,0,8.16585},{0.8451,0,8.16585}},
{{-0.9649,0,-6.9241},{-0.9649,0,-6.9241},{-0.9699,0,-6.9474}},
{{0.7301,0,5.52593},{0.7301,0,5.52593},{0.7351,0,5.60926}},
{{0.6151,0,4.02258},{0.6151,0,4.02258},{0.6201,0,4.07543}},
{{0.7251,0,5.44453},{0.7201,0,5.36499},{0.7201,0,5.36499}},
{{-0.9949,0,-7.01646},{-0.9899,0,-7.01299},{-0.9949,0,-7.01646}},
{{0.4801,0,2.84627},{0.4851,0,2.88331},{0.4851,0,2.88331}},
{{-0.9849,0,-7.00236},{-0.9799,0,-6.98714},{-0.9849,0,-7.00236}},
{{0.9451,0,13.7325},{0.9501,0,14.2683},{0.9501,0,14.2683}},
{{-0.9499,0,-6.84448},{-0.9499,0,-6.84448},{-0.9449,0,-6.81539}},
{{0.7351,0,5.60926},{0.7401,0,5.69461},{0.7351,0,5.60926}},
{{0.6801,0,4.7877},{0.6851,0,4.85467},{0.6851,0,4.85467}},
{{0.7051,0,5.13683},{0.7001,0,5.06405},{0.7001,0,5.06405}},
{{-0.9599,0,-6.89902},{-0.9549,0,-6.87241},{-0.9599,0,-6.89902}},
{{0.5601,0,3.49208},{0.5651,0,3.53687},{0.5601,0,3.49208}},
{{0.7301,0,5.52593},{0.7351,0,5.60926},{0.7351,0,5.60926}},
