{{-0.9999,0,-7.00186},{-0.9999,0,-7.00186},{-0.9899,0,-7.03487}},
{{-0.9599,0,-6.96296},{-0.9599,0,-6.96296},{-0.9499,0,-6.91969}},
{{0.3101,0,2.09107},{0.3101,0,2.09107},{0.3201,0,2.16449}},
{{-0.9899,0,-7.03487},{-0.9799,0,-7.02497},{-0.9899,0,-7.03487}},
{{-0.8999,0,-6.63808},{-0.8899,0,-6.57323},{-0.8999,0,-6.63808}},
{{0.6001,0,4.77871},{0.6001,0,4.77871},{0.6101,0,4.90677}},
{{-0.9799,0,-7.02497},{-0.9899,0,-7.03487},{-0.9799,0,-7.02497}},
{{-0.9399,0,-6.87087},{-0.9399,0,-6.87087},{-0.9299,0,-6.8176}},
{{-0.8599,0,-6.36792},{-0.8499,0,-6.2966},{-0.8599,0,-6.36792}},
{{0.5601,0,4.30183},{0.5601,0,4.30183},{0.5701,0,4.41616}},
{{-0.8999,0,-6.63808},{-0.8999,0,-6.63808},{-0.9099,0,-6.70069}},
{{-0.8799,0,-6.50643},{-0.8799,0,-6.50643},{-0.8699,0,-6.43792}},
{{0.4201,0,2.9491},{0.4301,0,3.03391},{0.4201,0,2.9491}},
{{0.4401,0,3.12015},{0.4501,0,3.20791},{0.4501,0,3.20791}},
{{-0.9899,0,-7.03487},{-0.9899,0,-7.03487},{-0.9999,0,-7.00186}},
{{0.4401,0,3.12015},{0.4501,0,3.20791},{0.4401,0,3.12015}},
{{0.5701,0,4.41616},{0.5701,0,4.41616},{0.5601,0,4.30183}},
{{0.5001,0,3.67263},{0.5001,0,3.67263},{0.5101,0,3.77147}},
{{0.9101,0,13.408},{0.9201,0,14.1583},{0.9201,0,14.1583}},
{{0.8501,0,10.2377},{0.8601,0,10.6561},{0.8501,0,10.2377}},
{{-0.8499,0,-6.2966},{-0.8499,0,-6.2966},{0.3001,0,2.01835}},
{{0.6901,0,6.09845},{0.7001,0,6.27341},{0.7001,0,6.27341}},
{{0.3701,0,2.54396},{0.3801,0,2.62269},{0.3701,0,2.54396}},
{{0.4301,0,3.03391},{0.4201,0,2.9491},{0.4301,0,3.03391}},
{{0.7501,0,7.2683},{0.7601,0,7.4961},{0.7601,0,7.4961}},
{{0.4201,0,2.9491},{0.4201,0,2.9491},{0.4101,0,2.86564}},
{{0.3301,0,2.23867},{0.3401,0,2.31366},{0.3401,0,2.31366}},
{{0.5901,0,4.6544},{0.6001,0,4.77871},{0.6001,0,4.77871}},
{{0.5601,0,4.30183},{0.5501,0,4.19047},{0.5601,0,4.30183}},
{{0.8101,0,8.83306},{0.8201,0,9.15005},{0.8101,0,8.83306}},
{{0.3901,0,2.70251},{0.3901,0,2.70251},{0.3801,0,2.62269}},
{{0.9701,0,20.5573},{0.9701,0,20.5573},{0.9801,0,23.2439}},
{{0.6201,0,5.03881},{0.6301,0,5.17507},{0.6201,0,5.03881}},
{{-0.9699,0,-6.999},{-0.9799,0,-7.02497},{-0.9799,0,-7.02497}},
{{-0.9299,0,-6.8176},{-0.9199,0,-6.76068},{-0.9299,0,-6.8176}},
{{-0.9599,0,-6.96296},{-0.9699,0,-6.999},{-0.9599,0,-6.96296}},
{{0.4901,0,3.5759},{0.5001,0,3.67263},{0.4901,0,3.5759}},
{{0.9601,0,18.6612},{0.9701,0,20.5573},{0.9701,0,20.5573}},
{{0.9401,0,16.0122},{0.9501,0,17.1991},{0.9401,0,16.0122}},
{{0.6601,0,5.61208},{0.6701,0,5.76822},{0.6601,0,5.61208}},
{{0.3201,0,2.16449},{0.3301,0,2.23867},{0.3201,0,2.16449}},
{{0.6101,0,4.90677},{0.6101,0,4.90677},{0.6001,0,4.77871}},
{{0.8101,0,8.83306},{0.8101,0,8.83306},{0.8001,0,8.53486}},
{{0.5401,0,4.0819},{0.5501,0,4.19047},{0.5401,0,4.0819}},
{{0.9801,0,23.2439},{0.9901,0,27.8616},{0.9901,0,27.8616}},
{{0.5001,0,3.67263},{0.4901,0,3.5759},{0.5001,0,3.67263}},
{{0.7001,0,6.27341},{0.7101,0,6.45557},{0.7001,0,6.27341}},
{{0.5201,0,3.87254},{0.5301,0,3.97597},{0.5301,0,3.97597}},
{{0.9001,0,12.742},{0.9001,0,12.742},{0.9101,0,13.408}},
{{-0.8799,0,-6.50643},{-0.8899,0,-6.57323},{-0.8799,0,-6.50643}},
{{-0.9099,0,-6.70069},{-0.9099,0,-6.70069},{-0.8999,0,-6.63808}},
{{0.7201,0,6.6455},{0.7301,0,6.8438},{0.7301,0,6.8438}},
{{0.4101,0,2.86564},{0.4101,0,2.86564},{0.4201,0,2.9491}},
{{0.4501,0,3.20791},{0.4501,0,3.20791},{0.4601,0,3.29727}},
{{0.9501,0,17.1991},{0.9401,0,16.0122},{0.9501,0,17.1991}},
{{0.6201,0,5.03881},{0.6201,0,5.03881},{0.6101,0,4.90677}},
{{0.4001,0,2.78347},{0.3901,0,2.70251},{0.3901,0,2.70251}},
{{0.7601,0,7.4961},{0.7701,0,7.7355},{0.7601,0,7.4961}},
{{0.7101,0,6.45557},{0.7101,0,6.45557},{0.7201,0,6.6455}},
{{0.7801,0,7.98759},{0.7901,0,8.25357},{0.7901,0,8.25357}},
{{0.8601,0,10.6561},{0.8601,0,10.6561},{0.8701,0,11.1094}},
{{0.8701,0,11.1094},{0.8701,0,11.1094},{0.8801,0,11.6032}},
{{-0.8699,0,-6.43792},{-0.8699,0,-6.43792},{-0.8799,0,-6.50643}},
{{0.9601,0,18.6612},{0.9701,0,20.5573},{0.9601,0,18.6612}},
{{0.6301,0,5.17507},{0.6401,0,5.31584},{0.6301,0,5.17507}},
{{0.7401,0,7.05115},{0.7301,0,6.8438},{0.7301,0,6.8438}},
{{0.9301,0,15.0155},{0.9401,0,16.0122},{0.9401,0,16.0122}},
{{0.3201,0,2.16449},{0.3301,0,2.23867},{0.3301,0,2.23867}},
{{0.5801,0,4.53362},{0.5701,0,4.41616},{0.5701,0,4.41616}},
{{0.6501,0,5.4614},{0.6601,0,5.61208},{0.6501,0,5.4614}},
{{0.4401,0,3.12015},{0.4401,0,3.12015},{0.4301,0,3.03391}},
{{0.4801,0,3.48117},{0.4701,0,3.38833},{0.4801,0,3.48117}},
{{0.6701,0,5.76822},{0.6701,0,5.76822},{0.6801,0,5.93021}},
{{0.7501,0,7.2683},{0.7501,0,7.2683},{0.7601,0,7.4961}},
{{0.7501,0,7.2683},{0.7401,0,7.05115},{0.7501,0,7.2683}},
{{-0.9499,0,-6.91969},{-0.9499,0,-6.91969},{-0.9399,0,-6.87087}},
{{0.4601,0,3.29727},{0.4701,0,3.38833},{0.4601,0,3.29727}},
{{0.6201,0,5.03881},{0.6101,0,4.90677},{0.6101,0,4.90677}},
{{0.8601,0,10.6561},{0.8501,0,10.2377},{0.8601,0,10.6561}},
{{0.4901,0,3.5759},{0.4801,0,3.48117},{0.4801,0,3.48117}},
{{-0.8899,0,-6.57323},{-0.8899,0,-6.57323},{-0.8799,0,-6.50643}},
{{0.3001,0,2.01835},{0.3001,0,2.01835},{0.3101,0,2.09107}},
{{0.4901,0,3.5759},{0.4901,0,3.5759},{0.4801,0,3.48117}},
