-7.104751120810714,-7.104751120810714
-7.110784416741902,-7.110784416741902
-7.115168517895361,-7.115168517895361
-7.118756337368447,-7.118756337368447
-7.121808513780648,-7.121808513780648
-7.124456160015289,-7.124456160015289
-7.1267787015206245,-7.1267787015206245
-7.1288295225106015,-7.1288295225106015
-7.130647005518005,-7.130647005518005
-7.132260089825682,-7.132260089825682
-7.1336913808754785,-7.1336913808754785
-7.134959027574048,-7.134959027574048
-7.136077923507181,-7.136077923507181
-7.13706051159633,-7.13706051159633
-7.137917343511106,-7.137917343511106
-7.138657480726949,-7.138657480726949
-7.139288789595089,-7.139288789595089
-7.139818163287772,-7.139818163287772
-7.140251691961552,-7.140251691961552
-7.14059479541514,-7.14059479541514
-7.140852328039707,-7.140852328039707
-7.141028662939417,-7.141028662939417
-7.1411277601473735,-7.1411277601473735
-7.141153222527423,-7.141153222527423
-7.141108342021242,-7.141108342021242
-7.140996138239359,-7.140996138239359
-7.140819390917843,-7.140819390917843
-7.140580667413213,-7.140580667413213
-7.140282346149043,-7.140282346149043
-7.139926636733043,-7.139926636733043
-7.139515597315466,-7.139515597315466
-7.1390511496461375,-7.1390511496461375
-7.138535092199313,-7.138535092199313
-7.137969111666726,-7.137969111666726
-7.137354793064813,-7.137354793064813
-7.1366936286589056,-7.1366936286589056
-7.135987025872585,-7.135987025872585
-7.1352363143224915,-7.1352363143224915
-7.134442752096208,-7.134442752096208
-7.133607531372394,-7.133607531372394
-7.132731783467086,-7.132731783467086
-7.1318165833776215,-7.1318165833776215
-7.130862953885178,-7.130862953885178
-7.1298718692682455,-7.1298718692682455
-7.128844258672095,-7.128844258672095
-7.1277810091732,-7.1277810091732
-7.126682968572328,-7.126682968572328
-7.125550947945734,-7.125550947945734
-7.124385723980042,-7.124385723980042
-7.123188041113311,-7.123188041113311
-7.121958613501942,-7.121958613501942
-7.120698126830832,-7.120698126830832
-7.119407239982046,-7.119407239982046
-7.118086586575581,-7.118086586575581
-7.116736776394255,-7.116736776394255
-7.115358396703409,-7.115358396703409
-7.113952013474936,-7.113952013474936
-7.112518172524184,-7.112518172524184
-7.1110574005673195,-7.1110574005673195
-7.109570206206021,-7.109570206206021
-7.108057080845596,-7.108057080845596
